Protein ID,Recursion Step Done,Ligand Description,Binding Affinity (kcal/mol),Number of clashes,Strain Energy,Confidence Score,Rank of sdf,_timestamp,_runtime,_step
AF-Q86WR6-F1-model_v3,1/5,null,7.8089052469448434,44,5.665237420610509,-1.21,rank1_confidence-1.21,1711872715.8487344,24.04872727394104,8
AF-O00220-F1-model_v3,1/5,null,21.096168493343175,45,5.588933187897169,-2.65,rank1_confidence-2.65,1711882373.6382687,14.20623779296875,8
AF-Q8NHS0-F1-model_v3,1/5,null,11.092027572798207,47,5.888812778231795,-2.5,rank1_confidence-2.50,1711919257.7086215,19.002910614013672,8
AF-E7ERA6-F1-model_v3,1/5,null,-2.716629095013146,3,11.602165117514232,-1.21,rank1_confidence-1.21,1711854733.7197645,24.559755563735962,8
AF-Q15628-F1-model_v3,1/5,null,-3.939013185264678,13,6.278551945784102,-0.95,rank1_confidence-0.95,1711930269.2434814,17.554397344589233,8
AF-Q96D21-F1-model_v3,1/5,null,-3.42843238508325,17,6.2556394888041496,-1.93,rank1_confidence-1.93,1711853615.7172465,17.726508617401123,8
AF-P49789-F1-model_v3,1/5,null,-4.721545641126925,20,9.441440639745949,-0.09,rank1_confidence-0.09,1711897547.858618,19.909516096115112,8
AF-Q9NXR7-F1-model_v3,1/5,null,-3.4757345422700796,3,6.510538240243065,-0.72,rank1_confidence-0.72,1711939536.055406,25.4323410987854,8
AF-Q14549-F1-model_v3,1/5,null,-1.0283516234817482,21,5.822786096476676,-2.31,rank1_confidence-2.31,1711884266.5257833,15.034699201583862,8
AF-Q13137-F1-model_v3,3/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q9NXR7-F1-model_v3/rank1_confidence-1.09.sdf,-3.2195949797184062,16,10.972985793598426,-1.8,rank1_confidence-1.80,1711967482.1432528,119.44246077537537,8
AF-Q8N693-F1-model_v3,1/5,null,-1.5081041116685192,3,6.654982777549847,-1.66,rank1_confidence-1.66,1711895504.9678657,20.04654359817505,8
AF-P30154-F1-model_v3,1/5,null,93380308.25878021,53,4.939913256273599,-2.19,rank1_confidence-2.19,1711892987.3596816,24.669485569000244,8
AF-Q53HV7-F1-model_v3,1/5,null,35.53623603260377,43,6.81896441096373,-0.94,rank1_confidence-0.94,1711924778.6561582,22.79294729232788,8
AF-P0DTA3-F1-model_v3,1/5,null,7004.229144588398,81,6.5844408791212885,-1.63,rank1_confidence-1.63,1711879166.4915946,30.696189641952515,8
AF-P01116-F1-model_v3,1/5,null,-3.2215304671030225,17,10.957181362798863,-1.67,rank1_confidence-1.67,1711903080.8326468,24.776667833328247,8
AF-Q1AE95-F1-model_v3,1/5,null,-3.1807372006088044,6,9.93928389051824,-2.1,rank1_confidence-2.10,1711872277.5723057,18.041959762573242,8
AF-Q05513-F1-model_v3,1/5,null,62.91281171612961,45,6.000222652504746,-2.1,rank1_confidence-2.10,1711866352.0328927,17.2269606590271,8
AF-P14735-F1-model_v3,1/5,null,-5.0625054391524325,8,9.05986940486315,-0.71,rank1_confidence-0.71,1711899673.2862544,21.392940521240234,8
AF-Q96EZ4-F1-model_v3,1/5,null,281.7672342627293,89,9.219980276123465,-1.88,rank1_confidence-1.88,1711890148.4929135,36.54138541221619,8
AF-A0A024R1R8-F1-model_v3,3/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-P14735-F1-model_v3/rank1_confidence-0.77.sdf,-1.3191360729327655,15,10.407814585294602,-2.09,rank1_confidence-2.09,1711874318.3374994,25.74422836303711,8
AF-Q8IUR0-F1-model_v3,1/5,null,-2.58760170806069,12,7.760891617809079,-2.71,rank1_confidence-2.71,1711940489.9422739,19.79587197303772,8
AF-Q08117-F1-model_v3,1/5,null,22.542500964959967,26,7.749151353340878,-2.94,rank1_confidence-2.94,1711832994.19953,55.01153087615967,8
AF-Q9H3S5-F1-model_v3,1/5,null,139.04189351723778,30,5.991601951256172,-1.82,rank1_confidence-1.82,1711920348.2277987,15.368181705474854,8
AF-Q9P2W6-F1-model_v3,1/5,null,-2.011936193439255,0,7.39446118599173,-1.74,rank1_confidence-1.74,1711890876.4350374,21.13809633255005,8
AF-O60671-F1-model_v3,1/5,null,-3.101183638568237,9,4.596907552834821,-1.16,rank1_confidence-1.16,1711956689.8101683,24.91831135749817,8
AF-Q9NR22-F1-model_v3,1/5,null,2.4455833471124238,15,7.768895949689636,-0.62,rank1_confidence-0.62,1711986577.8804533,28.030689239501953,8
AF-O00743-F1-model_v3,1/5,null,-3.119481686320931,16,8.556974995813817,-1.48,rank1_confidence-1.48,1711860973.3621094,20.105529308319092,8
AF-Q15935-F1-model_v3,1/5,null,-1.6336453965544608,17,6.038154304807733,-1.02,rank1_confidence-1.02,1711962312.1597419,23.73048186302185,8
AF-Q5TGY1-F1-model_v3,1/5,null,-2.1175529058907703,27,5.317486617366086,-1.9,rank1_confidence-1.90,1711855791.582907,19.310704946517944,8
AF-P43034-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q15935-F1-model_v3/rank1_confidence-1.18.sdf,-3.506768944657635,9,7.10380993661478,-2.34,rank1_confidence-2.34,1711898318.0777714,17.466716527938843,8
AF-O00233-F1-model_v3,1/5,null,-5.008709524943968,3,3.848670993354915,-1.11,rank1_confidence-1.11,1711906572.7010837,28.38462471961975,8
AF-Q86T13-F1-model_v3,1/5,null,-2.998437627317824,24,3.3701694888824107,-1.73,rank1_confidence-1.73,1711882239.228607,22.467210054397583,8
AF-A0N4X5-F1-model_v3,1/5,null,-2.5955157301070297,0,7.386864702477709,-2.36,rank1_confidence-2.36,1711854788.4837043,18.18027639389038,8
AF-Q24JQ0-F1-model_v3,1/5,null,10.731674836388773,41,8.414944336915937,-5.08,rank1_confidence-5.08,1711917988.362969,25.727210998535156,8
AF-Q9HAA7-F1-model_v3,1/5,null,-1.1701981608133343,17,6.946713858480436,-0.81,rank1_confidence-0.81,1711841768.7793193,11.67490029335022,8
AF-Q5VT66-F1-model_v3,1/5,null,-5.117286710379028,13,4.665459988073721,-1.13,rank1_confidence-1.13,1711899847.139897,18.918301105499268,8
AF-O43741-F1-model_v3,1/5,null,-2.855127823000135,1,7.947086766873937,-1.26,rank1_confidence-1.26,1711959074.0989532,14.23975133895874,8
AF-Q8WW12-F1-model_v3,1/5,null,-0.08975068482537463,6,6.831115250303739,-2.61,rank1_confidence-2.61,1711907086.963322,20.402268886566162,8
AF-A0A0J9YVY3-F1-model_v3,4/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-O43741-F1-model_v3/rank1_confidence-0.61.sdf,-3.3701456228262368,3,8.684085215281087,-1.08,rank1_confidence-1.08,1711859844.780156,14.59105896949768,8
AF-Q92796-F1-model_v3,1/5,null,-3.2478987773928627,2,6.152539785985226,-3.0,rank1_confidence-3.00,1711933885.858772,15.1008620262146,8
AF-A6NHN6-F1-model_v3,1/5,null,12.427059124152956,33,8.798461412102895,-1.7,rank1_confidence-1.70,1711836870.9446793,12.982426166534424,8
AF-Q8NGN7-F1-model_v3,1/5,null,-3.96084738248285,21,4.931761634966676,-0.92,rank1_confidence-0.92,1711936969.6756814,35.90803146362305,8
AF-Q6PI47-F1-model_v3,1/5,null,-3.5581601900646533,19,8.991920482899829,-1.84,rank1_confidence-1.84,1711845630.5531526,26.15841054916382,8
AF-Q15661-F1-model_v3,1/5,null,-5.637345800750954,21,11.367916368225607,-1.56,rank1_confidence-1.56,1711929364.1713533,20.104729413986206,8
AF-A6NMU1-F1-model_v3,1/5,null,51141.62844741165,85,8.162527364604003,-2.41,rank1_confidence-2.41,1711911218.021792,22.78411889076233,8
AF-O75593-F1-model_v3,1/5,null,1.2956144029601027,23,6.446930218075863,-1.53,rank1_confidence-1.53,1711897633.027016,17.450703859329224,8
AF-A6NEM1-F1-model_v3,1/5,null,-2.44188020023226,6,6.268992446533517,-1.65,rank1_confidence-1.65,1711847267.756358,47.351861000061035,8
AF-H3BPM6-F1-model_v3,1/5,null,-2.786984790752037,11,8.291937288756614,-1.51,rank1_confidence-1.51,1711862701.7647939,20.902604818344116,8
AF-P23975-F1-model_v3,1/5,null,26.012875147573176,66,7.477840438982483,-10.58,rank1_confidence-10.58,1711845081.5859976,34.386436462402344,8
AF-O75604-F1-model_v3,1/5,null,-1.5965279743304421,30,8.168474244393778,-1.83,rank1_confidence-1.83,1711854190.8324907,19.87121057510376,8
AF-P33681-F1-model_v3,1/5,null,-2.705516293685312,2,12.198103964489178,-1.11,rank1_confidence-1.11,1711877558.626067,29.6981999874115,8
AF-Q96C10-F1-model_v3,1/5,null,-1.3404236866028496,16,6.860115385005727,-2.2,rank1_confidence-2.20,1711862734.4073188,30.973121881484985,8
AF-Q9BVA6-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-P33681-F1-model_v3/rank1_confidence-0.68.sdf,5809.986340034916,89,9.337128180423392,-1.85,rank1_confidence-1.85,1711880099.3273587,13.887158632278442,8
AF-P0DPI2-F1-model_v3,1/5,null,7.784324322628234,36,6.850829113663323,-2.12,rank1_confidence-2.12,1711939166.0447898,36.6443977355957,8
AF-P27694-F1-model_v3,1/5,null,3.812984389676114,12,5.427121043105473,-1.21,rank1_confidence-1.21,1711951426.2788923,24.523126363754272,8
AF-Q8NGY5-F1-model_v3,1/5,null,-2.079357600011696,34,6.257428747821422,-1.69,rank1_confidence-1.69,1711872206.253535,21.81436800956726,8
AF-P31930-F1-model_v3,1/5,null,2.056542481871865,11,7.195555107272483,-2.91,rank1_confidence-2.91,1711878389.7561111,31.074507236480713,8
AF-Q16790-F1-model_v3,1/5,null,7371.427435345261,107,7.5708344217336645,-10.56,rank1_confidence-10.56,1711929745.4766536,20.16090154647827,8
AF-A8MTI9-F1-model_v3,1/5,null,-4.234504921362974,17,5.590357937954934,-1.63,rank1_confidence-1.63,1711879694.9942045,23.358835458755493,8
AF-Q6P9A1-F1-model_v3,1/5,null,-4.284143885546773,5,4.748358496796399,-1.05,rank1_confidence-1.05,1711899281.5934823,23.297377347946167,8
AF-Q9NZV8-F1-model_v3,1/5,null,6136.395541694576,58,8.139624397304445,-3.44,rank1_confidence-3.44,1711848031.376437,24.95699405670166,8
AF-O15523-F1-model_v3,1/5,null,140.1796950722974,20,6.114730406500499,-1.26,rank1_confidence-1.26,1711910925.7500696,30.762768507003784,8
AF-Q9Y3A3-F1-model_v3,1/5,null,-3.5460052710322656,3,6.874516941571457,-1.29,rank1_confidence-1.29,1711976455.8333914,42.91802144050598,8
AF-P07951-F1-model_v3,1/5,null,28.792463758661736,51,8.870909602547485,-2.58,rank1_confidence-2.58,1711858375.586024,29.759005069732666,8
AF-P17030-F1-model_v3,1/5,null,1.2812687294987497,25,6.108325219019022,-1.63,rank1_confidence-1.63,1712001401.4800189,17.41010093688965,8
AF-Q8NGS4-F1-model_v3,1/5,null,-6.2004167273390856,9,4.0569825293801784,-0.47,rank1_confidence-0.47,1711868967.250452,20.81153392791748,8
AF-Q9HAT0-F1-model_v3,1/5,null,-1.1697154367190916,9,6.6925779494924456,-2.37,rank1_confidence-2.37,1711875003.3762453,23.797505378723145,8
AF-Q6P3S6-F1-model_v3,1/5,null,-3.255780715463803,20,7.07072883183001,-1.3,rank1_confidence-1.30,1711929537.6176665,19.48988938331604,8
AF-Q9UBU3-F1-model_v3,1/5,null,-1.4280704776519326,29,5.269577879026599,-1.81,rank1_confidence-1.81,1711959262.5687912,17.553500175476074,8
AF-Q13888-F1-model_v3,1/5,null,-3.8281503063902624,7,8.92468139739286,-0.49,rank1_confidence-0.49,1711910706.7806952,33.40902519226074,8
AF-Q9BRJ7-F1-model_v3,1/5,null,4.690979295881862,34,4.075712738843919,-0.95,rank1_confidence-0.95,1711989167.9393625,24.63141655921936,8
AF-A0A0B4J237-F1-model_v3,1/5,null,7.491515900779356,26,5.3562245167226905,-1.08,rank1_confidence-1.08,1711894458.4377167,23.862356662750244,8
AF-Q53GI3-F1-model_v3,1/5,null,-0.8423021204771594,22,5.759401311756861,-1.93,rank1_confidence-1.93,1711949795.5321028,17.19197988510132,8
AF-Q8NGI0-F1-model_v3,1/5,null,-5.3498320361783085,6,176.62695790532672,-0.53,rank1_confidence-0.53,1711835975.8668783,51.80520415306091,8
AF-P0DI82-F1-model_v3,1/5,null,-3.4138506680457805,7,7.0895615660411835,-1.86,rank1_confidence-1.86,1711902960.3070707,27.462105751037598,8
AF-Q5JS54-F1-model_v3,1/5,null,-2.820692744744929,7,7.596089520281467,-2.31,rank1_confidence-2.31,1711929102.1056197,18.68034267425537,8
AF-Q8N0V4-F1-model_v3,1/5,null,-0.8617178722758444,14,11.590648834125986,-1.49,rank1_confidence-1.49,1711871286.279075,15.051692008972168,8
AF-Q9BS92-F1-model_v3,1/5,null,280.22565576837485,44,12.627199901981385,-1.3,rank1_confidence-1.30,1711904279.7237794,13.82026743888855,8
AF-Q9Y2M5-F1-model_v3,1/5,null,-2.5739038278040223,10,6.216813377453633,-1.56,rank1_confidence-1.56,1711922824.263096,25.536209106445312,8
AF-Q96CW1-F1-model_v3,1/5,null,750.150102426381,45,4.994232488534266,-3.2,rank1_confidence-3.20,1711950257.5796149,24.687639951705933,8
AF-Q02790-F1-model_v3,1/5,null,-5.089869212915747,22,12.56839105500022,-1.69,rank1_confidence-1.69,1712000984.0531523,29.147903203964233,8
AF-Q8TEW6-F1-model_v3,1/5,null,264.3461789435171,99,6.419453861030277,-2.26,rank1_confidence-2.26,1711939459.0102575,24.936981439590454,8
AF-Q8NFL0-F1-model_v3,1/5,null,-3.4578984414251015,28,9.107484003947931,-0.93,rank1_confidence-0.93,1711889143.8836792,25.022122144699097,8
AF-P02771-F1-model_v3,1/5,null,49.77664005077616,36,6.001972230026823,-1.35,rank1_confidence-1.35,1711932764.7881494,20.388675451278687,8
AF-Q9H8M7-F1-model_v3,1/5,null,9.155092993644532,19,9.301139817654231,-1.72,rank1_confidence-1.72,1711928344.6931813,22.566678285598755,8
AF-P0DKX4-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-P02771-F1-model_v3/rank1_confidence-0.17.sdf,-1.9499667288944909,5,8.035740883769279,-2.34,rank1_confidence-2.34,1711867265.267408,17.508631944656372,8
AF-A6NLF2-F1-model_v3,1/5,null,-4.656616416278553,10,6.7317846575859335,-0.83,rank1_confidence-0.83,1711958444.3734057,23.94896960258484,8
AF-O95671-F1-model_v3,1/5,null,-5.029754512596302,32,8.78242446283383,-0.44,rank1_confidence-0.44,1711871422.6806493,24.571442365646362,8
AF-Q53HC0-F1-model_v3,1/5,null,28.9377651786697,18,7.526782124908564,-1.25,rank1_confidence-1.25,1711846928.6377416,27.300530672073364,8
AF-Q16572-F1-model_v3,1/5,null,80615.54526014315,95,9.190410500614533,-3.98,rank1_confidence-3.98,1711865225.1760123,35.899057388305664,8
AF-Q9Y236-F1-model_v3,1/5,null,0.16199054980578487,25,8.73975497137775,-1.12,rank1_confidence-1.12,1711903066.630818,24.37350082397461,8
AF-Q9Y4K3-F1-model_v3,1/5,null,0.7886437396698464,23,12.155092839937595,-1.72,rank1_confidence-1.72,1711898778.291328,31.557844877243042,8
AF-Q92539-F1-model_v3,1/5,null,-2.644183526675876,17,5.632067150152309,-1.52,rank1_confidence-1.52,1712000448.2572217,25.5311176776886,8
AF-Q14184-F1-model_v3,1/5,null,0.15059967756174053,40,4.3292616927662095,-2.18,rank1_confidence-2.18,1712002137.5683947,27.181760549545288,8
AF-Q9H0C3-F1-model_v3,1/5,null,9.483154723320986,21,13.005017049424254,-2.11,rank1_confidence-2.11,1711936301.3278456,40.91497850418091,8
AF-Q96RD0-F1-model_v3,1/5,null,1778746.240713748,96,9.059315078295384,-2.48,rank1_confidence-2.48,1711894891.786577,24.45010495185852,8
AF-Q9Y534-F1-model_v3,1/5,null,5192.1871891550745,89,5.7207800759552185,-3.63,rank1_confidence-3.63,1711954953.9972289,27.582031965255737,8
AF-O43143-F1-model_v3,1/5,null,-3.6028528189299918,12,2.7036135776397145,-1.58,rank1_confidence-1.58,1711946123.7932994,20.24778437614441,8
AF-Q6ZVE7-F1-model_v3,1/5,null,-2.4432410945464214,18,3.453190305702492,-1.98,rank1_confidence-1.98,1712002285.3562524,15.835725545883179,8
AF-O15479-F1-model_v3,1/5,null,-3.22009540069589,49,8.118928771934748,-1.44,rank1_confidence-1.44,1711858516.0527804,37.72698140144348,8
AF-Q96GD4-F1-model_v3,1/5,null,-6.87288813499657,3,7.764597363934584,-0.53,rank1_confidence-0.53,1711914780.7850792,13.422421216964722,8
AF-P05129-F1-model_v3,1/5,null,-6.375529524399295,18,8.426115845388026,-1.45,rank1_confidence-1.45,1711858221.4164102,21.257749319076538,8
AF-Q8N5N4-F1-model_v3,1/5,null,-2.505389092319698,1,9.093396853115522,-1.21,rank1_confidence-1.21,1711941030.0049944,20.568676471710205,8
AF-P10412-F1-model_v3,1/5,null,32613.492629711323,80,7.473588084451308,-2.06,rank1_confidence-2.06,1711868101.6971264,34.850178480148315,8
AF-Q6V702-F1-model_v3,1/5,null,-2.641835006638842,9,5.179431525024924,-1.64,rank1_confidence-1.64,1711924508.219656,15.173995971679688,8
AF-Q13422-F1-model_v3,1/5,null,-2.794964633432112,42,6.342062165881956,-0.86,rank1_confidence-0.86,1711872524.3178513,17.801812410354614,8
AF-P20382-F1-model_v3,4/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q6V702-F1-model_v3/rank1_confidence-1.35.sdf,-1.0081168777203389,9,5.807411989067404,-2.02,rank1_confidence-2.02,1711913100.9396586,16.63018274307251,8
AF-O15354-F1-model_v3,1/5,null,189.58254706645317,58,7.75815702023381,-1.98,rank1_confidence-1.98,1711893610.4141176,27.65634560585022,8
AF-Q587J8-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-P20382-F1-model_v3/rank1_confidence-1.07.sdf,-3.617960351270555,5,7.800375575242512,-0.85,rank1_confidence-0.85,1711876110.0304704,13.056062459945679,8
AF-Q53S99-F1-model_v3,1/5,null,-1.2047543401839942,6,9.409335625370744,-1.79,rank1_confidence-1.79,1711857999.8295531,28.3146231174469,8
AF-Q86UL3-F1-model_v3,1/5,null,2.9578033595570985,33,5.2791967912440185,-0.94,rank1_confidence-0.94,1711903375.7533007,21.36749577522278,8
AF-Q8TF61-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q53S99-F1-model_v3/rank1_confidence-1.28.sdf,-2.420780442227941,3,8.821234372890132,-2.01,rank1_confidence-2.01,1711903199.998137,14.33057188987732,8
AF-P49753-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q86UL3-F1-model_v3/rank1_confidence-1.27.sdf,62.83233905722462,46,6.513628986074238,-1.8,rank1_confidence-1.80,1711918508.2415378,17.642213821411133,8
AF-Q8WXD2-F1-model_v3,1/5,null,1.5041991320901311,28,10.155758974210627,-1.46,rank1_confidence-1.46,1711932920.5129879,37.372578859329224,8
AF-Q8WZ73-F1-model_v3,1/5,null,-2.0115428200832604,7,5.312110207438991,-2.05,rank1_confidence-2.05,1711884158.5911176,23.97310972213745,8
AF-P15514-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q8WXD2-F1-model_v3/rank1_confidence-1.27.sdf,-2.6046020310900406,1,9.727646240208358,-0.71,rank1_confidence-0.71,1711934453.615838,15.631226062774658,8
AF-Q8NGX9-F1-model_v3,1/5,null,478.96434480303157,99,9.286103023959228,-2.45,rank1_confidence-2.45,1711935995.325796,21.069575786590576,8
AF-Q9BQJ4-F1-model_v3,1/5,null,-4.583718358755799,11,6.878466828249358,-1.52,rank1_confidence-1.52,1711874392.8626285,19.19102954864502,8
AF-P02814-F1-model_v3,1/5,null,-0.8265078555861666,2,7.156880375879965,-3.43,rank1_confidence-3.43,1711929712.1845572,20.79850125312805,8
AF-Q15735-F1-model_v3,1/5,null,39.277725792986,43,6.846286909868155,-2.26,rank1_confidence-2.26,1711949490.2047403,16.260605335235596,8
AF-Q9Y316-F1-model_v3,1/5,null,-4.656488216571999,19,8.82931183256467,-1.24,rank1_confidence-1.24,1711867277.8110263,13.976352453231812,8
AF-A8MXV6-F1-model_v3,1/5,null,3.58410001900044,26,10.437056321795353,-2.07,rank1_confidence-2.07,1711897732.468034,41.65468692779541,8
AF-Q9Y6T7-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q9Y316-F1-model_v3/rank1_confidence-1.16.sdf,4714.433205638468,51,7.716035665593935,-1.64,rank1_confidence-1.64,1712001354.752088,14.354597091674805,8
AF-Q05655-F1-model_v3,1/5,null,-8.386000642416489,20,6.240380126461972,-0.69,rank1_confidence-0.69,1711849185.0780146,132.19580054283142,8
AF-Q8N3Y1-F1-model_v3,1/5,null,-3.0976669687047695,12,6.868878780776882,-1.35,rank1_confidence-1.35,1712003856.9789033,37.85695719718933,8
AF-Q8N0Z9-F1-model_v3,1/5,null,243.00542503054194,53,9.614497777869218,-2.0,rank1_confidence-2.00,1711890127.0510185,32.486674547195435,8
AF-Q3ZLR7-F1-model_v3,1/5,null,16.64956478893419,27,5.496541391452297,-1.84,rank1_confidence-1.84,1711923901.2887452,27.909574270248413,8
AF-Q9Y600-F1-model_v3,1/5,null,-3.563449909958288,23,12.48684424482309,-3.16,rank1_confidence-3.16,1711922929.2975202,25.630471229553223,8
AF-Q6A1A2-F1-model_v3,1/5,null,-7.550470052525923,8,4.075995661151396,-0.4,rank1_confidence-0.40,1711901683.579748,39.213130950927734,8
AF-Q8TCX1-F1-model_v3,1/5,null,-2.936112119416218,1,6.231200489336231,-1.41,rank1_confidence-1.41,1712003133.7562382,25.706828117370605,8
AF-E7EW31-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q6A1A2-F1-model_v3/rank1_confidence-0.65.sdf,23.072205502706314,40,6.769359520944391,-1.29,rank1_confidence-1.29,1711908831.4111133,15.025060176849365,8
AF-P15311-F1-model_v3,1/5,null,-4.693548752400846,13,6.492331440968826,-1.63,rank1_confidence-1.63,1711931681.2593937,19.90998673439026,8
AF-Q96JM3-F1-model_v3,1/5,null,-0.4860759968848555,0,6.163861181710828,-1.47,rank1_confidence-1.47,1711853686.9399788,53.05473875999451,8
AF-P13501-F1-model_v3,1/5,null,-3.0179168245912464,2,6.349486300087918,-1.14,rank1_confidence-1.14,1711874350.5138996,31.344172477722168,8
AF-P0CL81-F1-model_v3,1/5,null,-2.024175339761349,7,6.415304478246711,-1.81,rank1_confidence-1.81,1711942416.3519945,40.57646059989929,8
AF-Q9UL62-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-P13501-F1-model_v3/rank1_confidence-1.49.sdf,13.676569416724197,7,6.821527436587289,-0.78,rank1_confidence-0.78,1711873633.3991206,15.4263436794281,8
AF-Q6P4A7-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-P0CL81-F1-model_v3/rank1_confidence-1.35.sdf,142692.29007557078,177,10.033122874196593,-3.97,rank1_confidence-3.97,1711871191.6842632,13.39820122718811,8
AF-Q9NQT6-F1-model_v3,1/5,null,1213.8256727512985,54,8.696651111624377,-1.37,rank1_confidence-1.37,1711997363.4075978,43.56667971611023,8
AF-Q5NE16-F1-model_v3,1/5,null,-2.5782654619407888,8,10.329839636624328,-1.69,rank1_confidence-1.69,1711910686.8192272,19.960636138916016,8
AF-Q107X0-F1-model_v3,1/5,null,-1.131266904531134,0,6.253972908266647,-1.63,rank1_confidence-1.63,1711962025.718597,25.491240978240967,8
AF-Q86XS8-F1-model_v3,1/5,null,-3.4545106835004358,19,7.035080659923111,-0.56,rank1_confidence-0.56,1711904757.2044435,16.796388387680054,8
AF-P48668-F1-model_v3,1/5,null,1.4393059292460735,14,9.108835943971826,-3.3,rank1_confidence-3.30,1711891946.5600998,16.977475881576538,8
AF-Q3SY05-F1-model_v3,1/5,null,-4.021793813912178,3,6.121312100654109,-0.87,rank1_confidence-0.87,1711919627.593951,23.824835062026978,8
AF-Q8IVH2-F1-model_v3,1/5,null,-0.05068071940441554,0,7.012255990696005,-3.14,rank1_confidence-3.14,1711883510.4970927,27.89093565940857,8
AF-Q9NVX7-F1-model_v3,5/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q3SY05-F1-model_v3/rank1_confidence-0.68.sdf,11.308509723494032,42,5.598443875244598,-2.62,rank1_confidence-2.62,1711901535.3585377,13.19668960571289,8
AF-O14495-F1-model_v3,1/5,null,119.91387265444355,35,4.409064126538283,-2.21,rank1_confidence-2.21,1711920781.2598124,29.201096296310425,8
AF-Q96GN5-F1-model_v3,1/5,null,-1.4027853738872271,10,9.31994070488662,-3.12,rank1_confidence-3.12,1711965230.024528,25.23216199874878,8
AF-Q9NQZ5-F1-model_v3,1/5,null,-5.835016144218491,18,4.856416445935437,-1.7,rank1_confidence-1.70,1711855946.2693455,26.344745635986328,8
AF-Q9HCG1-F1-model_v3,1/5,null,-4.255491671337837,10,7.961259949397942,-1.89,rank1_confidence-1.89,1711941095.3995945,24.067171573638916,8
AF-Q6ZNG0-F1-model_v3,1/5,null,-2.4333615010606144,3,10.502208048091433,-1.14,rank1_confidence-1.14,1711962170.5350523,25.194849252700806,8
AF-Q96QK1-F1-model_v3,1/5,null,1158.3699207540985,53,7.835140298883772,-3.54,rank1_confidence-3.54,1711960318.113829,39.08232092857361,8
AF-Q9UBY9-F1-model_v3,1/5,null,-1.9219159914891182,1,6.088239745082149,-1.31,rank1_confidence-1.31,1711913672.256154,23.506000995635986,8
AF-Q86TU6-F1-model_v3,1/5,null,-0.6543225519079218,11,7.166451929329256,-1.59,rank1_confidence-1.59,1711945873.0572298,36.4905526638031,8
AF-Q7Z6I5-F1-model_v3,1/5,null,-1.9322466583272675,25,9.684646822860316,-0.84,rank1_confidence-0.84,1711989722.0860424,16.05349636077881,8
AF-Q16570-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q86TU6-F1-model_v3/rank1_confidence-1.33.sdf,645.662797675562,13,9.223296780215449,-0.84,rank1_confidence-0.84,1711918206.9791174,14.534899473190308,8
AF-Q6IS14-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q7Z6I5-F1-model_v3/rank1_confidence-0.94.sdf,10937.681287120493,26,8.599417743940108,-1.75,rank1_confidence-1.75,1711917365.3503733,13.835151195526123,8
AF-Q9H7D7-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q16570-F1-model_v3/rank1_confidence-0.68.sdf,0.26407449886697,10,9.015304129209298,-0.41,rank1_confidence-0.41,1711898824.6639311,18.206424236297607,8
